id,title,description,via,role
805af9ee-179b-47ad-9121-1954839132f6,Blockchain Developer,"• Bachelor's degree in information security, computer science, or related.
• At least 2 years of experience as a blockchain developer.
• Advanced proficiency in programming languages, such as GoLang, Java, and Python.
• Extensive experience in back-end development, algorithms, and data structures.
• Knowledge of cryptography and blockchain protocols.
• In-depth knowledge of best practices in blockchain management and data protection.
• Linux knowledge is preferred.
• Advanced analytical and problem-solving skills.
• Excellent communication and collaboration abilities.", LinkedIn,blockchain%developer%20india
b053d456-b208-49fd-aeb2-658a5aacfdbf,Blockchain Developer,"Playcent is an energetic remote team. We are looking to hire awesome people that will help achieve our vision to democratize software development.

As an early team member, you must feel comfortable working in a fast-paced environment where the solutions aren’t already predefined.

You should have prior experience in developing high-quality Solidity architecture and be willing to implement it.

Responsibilities
• Write state-of-the-art smart contracts on Ethereum, Matic, Polkadot or any other chain we work on. Must have the ability to pick up on new smart contract platforms quickly and work with the bridges between chains.
• Develope solidity smart contract for NFT and staking
• Writing reusable, testable, and efficient code
• Play an active role in the design and architecture of our solutions

Skills And Qualifications
• 2+ year experience with Ethereum with Solidity and related tools (Truffle, geth, Infura etc.)
• Written smart contracts and deployed them to the Ethereum... blockchain
• Familiarity with ERC20, ERC 721 and others
• Proficient with JavaScript/TypeScript and Node.js
• Good grasp of modern software development tools (testing frameworks, CI/CD, version control, etc.)
• Deep understanding of blockchain logic
• Familiarity with basic encryption techniques
• Contribution to Open Source blockchain projects is a major plus
• Familiar with peer-to-peer networking
• Experience with Test Driven Development
• Excellent English communication skills

Playcent focuses on Social Media, Social Media Marketing, Online Gaming, Cryptocurrency, and Gaming Software. Their company has offices in India and Hyderabad. They have a small team that's between 1-10 employees.

You can view their website at https://playcent.com/ or find them on Twitter, Facebook, and LinkedIn", Wellfound,blockchain%developer%20india
98fe6ade-c95a-49bf-9004-0b8c5a39f2e9,Blockchain developer,"We are looking for a highly capable blockchain developer to design, implement, and distribute a secure blockchain-based network. You will be analyzing our blockchain needs, designing customized blockchain technologies, and launching and maintaining our blockchain network.

Blockchain Developer Responsibilities
• Collaborating with managers to determine blockchain technology needs and envisaged functionalities.
• Creating application features and interfaces by using programming languages and writing multithreaded codes.
• Applying the latest cryptology techniques to protect digital transaction data against cyberattacks and information hacks.
• Maintaining client and server-side applications.
• Optimizing and securing blockchain applications by integrating new tools and technologies.
• Educating sales personnel on blockchain features that allow secure digital payments.
• Documenting blockchain development processes and complying with best practices in data protection.
• Keeping up with... current blockchain technologies and cryptography methods. Experience 3 - 9 Years Salary Not Disclosed Industry Manufacturing / Production / Quality Qualification B.Tech/B.E, M.C.A, M.Tech Key Skills blockchain developer blockchain sales development Process

,

This job is provided by Shine.com", LinkedIn,blockchain%developer%20india
9597fa0c-f81a-4ffe-a1ba-380dfcda86f6,Blockchain Developer,"Role: Blockchain Developer Job Description We are looking for a blockchain developer who will be responsible for designing, implementing, and supporting a distributed blockchain-based network. Your primary responsibility will be analyzing requirements, designing blockchain technology around a certain business model, and the building and launching of a blockchain network. Consider yourself as the full time developer on the project. You will breath code, eat code and sleep code. If that's your passion, then this job is for you. Have fun. Responsibilities - Research, design, develop, and test blockchain technologies - Brainstorm and help evaluate applications for new tools and technologies as they continually evolve - Be apt at trying out new stuff, fail fast and, move ahead - Be prepared to follow instructions while you learn - Have the bigger picture in mind, while you focus on each small activity assigned to you - Deliver in a timely manner - Work with other team members and senior... management with ease Skills - Strong software development background of about 3-5 years - Experience working with open-source projects - Proficiency in one of the following languages: C++, Java, JavaScript, Golang - Exposure to Blockchain frameworks - Ethereum, Hyperledger, Corda etc. - Experience in Hyperledger based Blockchain will be a big plus - Strong in developing frontends, databases (nosql), algorithms, networking, linux and, windows", Foundit.in,blockchain%developer%20india
ae0411df-0407-4c31-b798-9a995914248e,Java Full Stack Developer,"Overview
Our Team
Technology Services Group (TSG) keeps BNY Mellon's technology running and defines and executes the firm's technology strategy, positioning us for tomorrow. From the computers and collaboration tools of our employees to modernized infrastructure platforms and core services, we ensure that the firm's systems are running optimally while enabling business innovation and productivity. We also oversee BNY Mellon's architecture and data, guiding the firm through the technology changes necessary to execute business strategies.
The Role
As a Full Stack Java Developer, youwill r esearch, design, and implement software components powering our platform, both on premises and in the public cloud. You'll d evelop features and robust functionality usingagile practices where we quickly prototype and iterate on functionality. You will work extensively with open-source software. You may even modify or extend code maintained as part of an open-source project.
You will build, deploy and... scale critical services and features that are used by thousands of developers and potentially impact millions of end users. You will employ both Object Orientated development skills and Systems Engineering skills.
Key Responsibilities:
• Code services and User Interfaces in Java, Angular
• Develop and deploy microservices as Docker in Public Cloud and OnPrem
• Deploy using CI/CD pipelines
• Interact deeply with every layer of the on-prem/cloud platform stack
• Research, test and integrate new components and services into the platform
• Write well designed and testable code.
• Perform peer code reviews
• Work collaboratively with a team across regions.
• Code services and User Interfaces in Java
• Build workflow and integrations with innovative tools and frameworks such as Docker, Vault, Terraform, Vert.x, SpringBoot, Angular, MongoDB, Ansible
• Building, deploying, and maintaining critical applications in a cloud-based environment.
• Work with Mongo or an SQL Database THIS IS A TALENT PIPELINE REQUISITION.

Employer Description:

For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments and safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers", EFinancialCareers,fullstack%developer%20india
b4f999c9-c5ff-45f5-8d8b-a706a942f590,Blockchain Developer,"Trigan is a rapidly growing Scottish tech startup in the web3/blockchain space, focused on creating new, fairer ways to live, work, and socialise in both the virtual and physical worlds. We are developing unique cutting-edge technologies to tackle some of the world's most pressing issues, such as poverty, deprivation, and inequality.

Our blockchain team is leading the charge in developing the first-ever urban blockchain to empower individuals of all backgrounds to reach their full potential in life!

We are seeking highly motivated and skilled Rust developers with strong experience in Substrate to join our blockchain team as volunteer developers. As a member of our team, you will have the opportunity to be a part of a dynamic and innovative team that is working to make a real difference in the world. You will be involved in developing our unique layer 1 blockchain and working on exciting projects that will change how cities and towns are run.

Key responsibilities:

• Developing and... implementing our blockchain using Rust and Substrate

• Collaborating with the team on the design and implementation of new features

• Keeping up-to-date with industry trends and best practices

• Attend virtual meetings and participate in discussions

Qualifications:

• Strong experience with Rust and Substrate

• Understanding of blockchain and web3 technologies

• Excellent problem-solving skills

• Passion for using technology to solve real-world problems and making a meaningful contribution to society

This is a volunteer position, and as such, there is no compensation provided. However, you will have the opportunity to make a meaningful impact on a rapidly growing startup and be part of shaping the future of the web3 industry. If you are passionate about blockchain development and want to make a difference, we encourage you to apply for this exciting and rewarding opportunity.

We are looking for individuals with diverse skills, experiences, and perspectives to bring to the table and willing to roll up their sleeves and contribute their time and expertise to help us achieve our goals", LinkedIn,blockchain%developer%20india
73503b3a-65c7-4abb-b9ba-6255d1cc8b34,Fullstack Blockchain Developer,"Genesis Block is a Digital Asset Management, and Venture Studio focused on investing in, and developing decentralized protocols, infrastructure, and applications leveraging Web3 technology. Through in-house innovation, vertical partnerships, and strategic investments, Genesis Block’s mission is to accelerate the disruptive potential of Web3 technology and foster its growth and adoption.

Genesis Block works with visionary entrepreneurs and industry-leading protocols and partners by supporting their communities through running nodes, liquidity pools, and cross chain bridges.

What you'll be doing:

Build strong, resilient, and robust FinTech decentralized applications

Work closely with management and product team to rapidly iterate, experiment and launch products

Integrate with various blockchains such as Ethereum, and L2s, Solana, and Algorand

Architect and build smart contracts

Build secure smart contract protocols and backend services

Mentor and train other team members on... smart contract best practices
• What we are looking for: *

3+ years experience with Solidity/Rust and smart contract development languages

2+ years experience with backend development

Experienced in React, Redux, Node, Python

Experience with blockchain and crypto (Bitcoin, Ethereum, DeFi etc.

Passion for building secure, robust, scalable infrastructure

Nice to haves:

Understanding and experience working in the financial services industry

Understanding and passion for blockchain technology and crypto assets

Familiarity with Kubernetes, Docker, Golang, TypeScript

Experience with large-scale, real-time, distributed applications
• What’s in for you: *

Competitive salary and performance bonus

Opportunity to participate in the equity fundraising and token launch activities Genesis Block is executing with its vertical partners

A unique and diverse company culture, shaped by a team that is committed, disciplined responsible, and willing to take risks

An excellent start-up work environment, with a flat hierarchy and short decision paths**

Genesis Block focuses on Technology, Fin Tech, and Blockchain / Cryptocurrency. Their company has offices in New York City and San Francisco. They have a small team that's between 11-50 employees.

You can view their website at https://www.genesisblockchain.io", Wellfound,blockchain%developer%20india
0fcf4c26-1eff-4672-a5b1-950c89eb3896,Data Scientist II,"About the Role

We are looking for a data scientist to join the Customer Obsession Data Science team in Uber Bangalore. This team is colocated with CO engineering, product, and, design teams and is at the heart of Uber's focus to provide world-class customer support experiences both in-app and other live channels. The ideal candidate will be working closely with mobile and backend engineers and product managers to create and complete the direction of the product development. This will include providing an end-to-end data science workflow that includes scoping the business problem, providing a data lens to product design, owning the experimentation cycle to full global rollouts, and eventually impact estimation. The product development roadmap includes several projects both on customer-facing mobile apps as well as internal tools that require deep knowledge of machine learning, advanced statistics, causal inferential techniques, and, some knowledge about natural language processing... would be preferred.
---- What You Will Do ---

• Develop statistical models/analysis and apply them to solve real-time problems;
• Create practical data insights and solutions from Uber's large datasets;
• Employing a mastery of statistical analysis, including descriptive statistics, correlation, regression, and confidence intervals;
• Designing metrics and developing SQL queries to generate reports; and
• Own experimentation related to product development and partner with engineering, design, and product teams during the product development cycle
• ---- What You Will Need ---*

• M.S. or Bachelors degree in Math, Economics, Bioinformatics, Statistics, Engineering, Computer Science, or other quantitative fields. (If M.S. degree, a minimum of 2+ years of industry experience required and if Bachelor's degree, a minimum of 2+ years of industry experience as a Product Analyst or equivalent)
• Advanced SQL expertise
• Basic understanding of experimental design (such as A/B experiments) and statistical methods
• Ability and experience in extracting insights from data, and summarizing learnings/takeaways
• Experience with Excel and some dashboarding/data visualization (i.e. Tableau, Mixpanel, Looker, or similar)
• Advanced degrees in Math, Economics, Statistics, Engineering, Computer Science, Operation Research, Machine Learning or other quantitative fields
• Strong background in developing time-series predictive models using classical as well emerging machine learning methods.

• 5+ years of industry experience in consumer-facing product analytics
• Strong storytelling: distill interesting and hard-to-find insights into a compelling, concise data story
• Ability to communicate effectively and manage relationships with partners coming from both technical and non-technical backgrounds
• Strong judgment, critical thinking, and decision-making skills
• Ability to solve complex business problems that cross multiple product/project areas and teams,veteran
At Uber, we ignite opportunity by setting the world in motion. We take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 600 cities around the world.
We welcome people from all backgrounds who seek the opportunity to help build a future where everyone and everything can move independently. If you have a curiosity, passion and collaborative spirit, work with us, and let's move the world forward, together.
Uber is proud to be an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements.
If you have a disability or special need that requires accommodation, please let us know by completing this form", The Muse,data%scientist%20india
d8362129-cc49-4573-ae87-a967a74c7278,Senior Data Scientist,"The Customer and Partner Experience (CxP) team is a part of the Identity & Network Access (IDNA) engineering division within Microsoft's booming Security product group. We work with customers and partners from all over the world to drive service adoption and to shape the Microsoft Identity business.

The Data & Insights team has an exciting opportunity for a Senior Data Scientist to work in the most customer-connected engineering team at Microsoft. Your primary responsibilities include understanding product/business priorities, conducting opportunity analysis, defining product metrics, setting metric targets, building data-driven hypothesis, and running high-quality experiments to hit those targets.

We are looking for an experienced Data Scientist with a proven track-record of solving complex data analysis and machine learning problems in a real-world product setting. We want folks who are passionate about customer experience and driving user engagement and growth. An ideal candidate... will closely partner with product teams to drive product/business growth with meaningful insights and data-driven recommendations and experimentation. Experience with experimentation and with driving growth in a subscription business is a plus.

#IdentityJobs", Microsoft Careers,data%scientist%20india
f031f2c1-6e76-44ba-af5a-c7a7a152043a,Data Scientist,"Redaptive is seeking a Data Scientist. If you are a data-powered storyteller and interested in driving energy-efficiency to scale, you may be Redaptive’s next great Data Scientist. In this role you will leverage all available data to answer Redaptive’scritical questions. These analyses and models drive customer insights and support new product development in Redaptive’s rapid growth phase.

This role will be based in India and will work closely with teammates across several international time zones including Argentina and USA.

Job Responsiblities
• Analyze time series data from a broad suite of energy efficiency and sustainability technologies to calculate site and portfolio performance, usage trends, anomalies, variability, etc.
• Develop and deliver visualizations, dashboards, and presentations to communicate analysis results with project stakeholders.
• Support time-sensitive questions from sales, customer experience, and operations teams on meter reliability, data quality... trends, and anomalies.
• Lead deep dive investigations into performance and data anomalies, coordinating and communicating results with customer experience and operations teams.
• Produce data quality reports and contribute to the development of various data quality improvement initiatives.
• Seek and incorporate internal and external datasets to enrich reporting and analyses.
• Develop predictive models for electric, water, and/or gas resource consumption, savings, anomaly detection, time-series classification, and other sustainability and resource conservation domains.

Job Requirements / Qualifications
• 3+ years of professional data science experience.
• Experience writing Python and its data ecosystem (Jupyter, NumPy, Pandas, etc.).
• Experience with modern machine learning techniques and libraries within the Python ecosystem (scikit-learn, XGBoost, TensorFlow, PyTorch, etc.).
• Deep expertise with querying relational (SQL) databases, non-relational databases (NoSQL), and RESTful APIs.
• Tendency towards curiosity and experimentation with a strong attention to detail
• Taking data science (modeling, visualizations, etc.) into a production environment, deploying models (ideally on cloud architecture like AWS), integrating with software systems, retraining and maintenance of production models
• Self-starter able to thrive in a startup environment and work with a high degree of autonomy.
• Strong communication skills and presentation skills.
Nice to have:
• Bachelor’s degree (or higher) in statistics, economics, STEM, or similarly quantitative field preferred or relevant work experience
• Excellent story-telling skills including the ability to tailor and deliver presentations on complex data analyses to both technical and non-technical audiences.
• Experience working with building efficiency, HVAC systems, and/or energy, water, and gas resources.
• Experience collaborating through a version control system (Git, GitHub, GitLab, etc.)
• Experience working with plotly.

About Redaptive Inc.

Redaptive is the leading Energy-as-a-Service company that enables businesses to meet largescale energy efficiency and strategic technology objectives. With over $1 billion in project lending capacity, Redaptive deploys best-in-class energy efficiency technologies across large commercial real estate portfolios through a unique, data driven shared savings model. Redaptive is backed by CarVal, ENGIE New Ventures, Linse Capital, CBRE, Evergy Ventures and CPP Investments.

Our company culture is fun, collaborative, and fast paced. We are passionate about changing the world and helping our customers to become more environmentally sustainable and profitable. We are looking for team members who are driven, passionate, and want to take on a diverse set of challenges to help grow a great company. Redaptive, Inc is an equal employment opportunity employer and all qualified applicants will receive consideration for employment.

This employer participates in E-Verify.

CCPA Notice for California Job Applicants

Please, no third-party recruiters.

#LI-Remote", Indeed,data%scientist%20india
5ce5bd87-f84c-4cf8-ab1b-f89ddd4d7387,Data Scientist III,"Data Scientist III

Equinix is the world’s digital infrastructure company, operating 240+ data centers across the globe and providing interconnections to all the key clouds and networks. Businesses need one place to simplify and bring together a fragmented, complex infrastructure that spans private and public cloud environments. Our global platform allows customers to place infrastructure wherever they need it and connect it to everything they need to succeed.

We are a fast-growing global company with 20 years of consecutive quarterly growth*. Through our innovative portfolio of high-performance products and services, we have created the largest, most active global ecosystem of 10,000+ companies, including 2,100 networks and 3,000+ cloud and IT service providers in 32 countries spanning six continents.

A career at Equinix means you will collaborate on work that impacts the world and be surrounded by endless opportunities to learn new skills and grow in varied directions. We embrace... diversity in thought and contribution and are committed to providing an equitable work environment. That is foundational to our core values as a company and is vital to our success.

Job Summary

Watched a movie online? Accessed an email? Used a cloud? Odds are that you are already been using Equinix data centers in some form.

Equinix operates International Business Exchange™ where the information-driven world lives and thrives. Equinix IBXs provide a platform where many of the world’s best brands are launching their next breakthrough innovations.

As a Full stack Data Scientist, you will be responsible to build, and optimizing our AI/ML systems. You will evaluate existing machine learning (ML) processes, perform statistical analysis to resolve data set problems, and improve the accuracy of our AI software's capabilities.

Key Responsibilities
• Research and implement appropriate AI algorithms and tools
• Envision, implement, and deliver production-level Classical Machine Learning models(Regression, Classification, and clustering), NLP models (Sentiment, Summarization, Chatbot/QA, Info Retrieval), Computer Vision(Image Classification, Object Detection, Semantic Segmentation and Instance Segmentation using Yolo V7, DDRNet, RFTM using pre-trained datasets(Coco, Cityscapes)
• Deploy ML models into production using cutting-edge deployment strategies, conduct A/B tests to objectively measure improvements
• Keep innovating and optimizing the machine learning workflow, from data exploration, and model experimentation/prototyping to production
• Apply cutting-edge technologies and toolchains in big data and machine learning to build a machine learning platform on Cloud (ML ops)
• Building Features, running tests, performing statistical analysis, and interpreting test results
• Proficient in any of the deep learning frameworks such as PyTorch, TensorFlow, Keras
• Develop a model pipeline in a Developer environment, check in to Git, use GitHub actions, containerize the application, and deploy it to VM, App Engine, or K8 Cluster

Qualifications
• 1+ years with Ph.D. OR 2+ Years with a Master's OR 4+ Years with Bachelor's in Data Science, Computer Science, or Machine Learning
• Experience coding in Python (needed)
• Excellent understanding of software engineering principles and design patterns
• Experience in one of the cloud platforms
• Ability to communicate the results of the analysis
• Highly effective time management, communication, and organizational skills

Equinix is committed to ensuring that our employment process is open to all individuals, including those with a disability. If you need assistance in applying for an open position, you may send an email to Staffing@equinix.com. Please provide your contact information and let us know how we can assist you.

Equinix is an Equal Employment Opportunity and, in the U.S., an Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to unlawful consideration of race, color, religion, creed, national or ethnic origin, ancestry, place of birth, citizenship, sex, pregnancy/childbirth or related medical conditions, sexual orientation, gender identity or expression, marital or domestic partnership status, age, veteran or military status, physical or mental disability, medical condition, genetic information, political/organizational affiliation, status as a victim or family member of a victim of crime or abuse, or any other status protected by applicable law", Equinix Careers,data%scientist%20india
a71d1ca3-82cd-447e-9b96-7fc3d3fe3294,Data Scientist,"Join the leader in entertainment innovation and help us design the future. At Dolby, science meets art, and high tech means more than computer code. As a member of the Dolby team, you’ll see and hear the results of your work everywhere, from movie theaters to smartphones. We continue to revolutionize how people create, deliver, and enjoy entertainment worldwide. To do that, we need the absolute best talent. We’re big enough to give you all the resources you need, and small enough so you can make a real difference and earn recognition for your work. We offer a collegial culture, challenging projects, and excellent compensation and benefits, not to mention a Flex Work approach that is truly flexible to support where, when, and how you do your best work.

Scope and responsibilities:

The audio and video technologies developed by Dolby are implemented in billions of devices and service offerings worldwide. Billions of people around the world use Dolby technologies to create, edit, and... enjoy multimedia content. For us, it is crucial to understand how the technologies we built are being used and experienced on a daily base. To do so, we are investing in a comprehensive, large-scale data platform and data science effort.Therefore, Dolby is looking for a data scientist to analyze large amounts of raw data generated continuously from various systems.

The data scientist role is responsible for helping build advanced data analysis tools and automated analytics using machine learning and artificial intelligence. You will develop statistical modelling and prediction algorithms based on a variety of data types including audio, speech, image, and text data coming from a variety of sources. These algorithms will help us understand how users engage with our technologies. We will gain a deeper understanding of how users worldwide feel and think about the experiences we enable as a company. These insights will be crucial to define our technology and investment directions.
• Research, develop and apply data science, machine learning, and statistical methods to large sets of multimedia, contextual, and metadata data. Mine data using modern tools and programming languages.
• Providing state-of the art data analysis helps to understand how Dolby technologies are being deployed and used.
• Providing state-of the art data analysis helps to understand how users engage in interactive multimedia experiences delivered by Dolby.
• End-to-end planning and execution of data science initiatives scoping, building, testing, implementation, maintenance, tracking and optimisation of predictive models.
• Influence technology strategy with data, be focused on impact, and collaborate with other teams.
• Maintain proficiency within the data science domain by keeping up with technology and trend shifts.
• Foster data-driven innovation, and provide domain-specific expertise in cross-organization projects/initiatives.
• Build automation needed for effective labelling of data, perform data preparation, and data augmentation required for the training and deployment of the artificial intelligence algorithms and frameworks.
• Create tools for data processing, labelling, analysis and generating synthetic data.
• Help with and support the development of scalable data pipelines to support increasing data volume and complexity. Support enhancing data sets, provide labelling methodologies and perform data preparation required ML algorithm research.
• Present information to different stakeholders using data visualization techniques.

Education & Experience:
• Master or PhD degree in Mathematics, Economics, Physics, Computer Science, or equivalent.
• Strong background in statistical signal processing, decision theory, greedy algorithms, Bayesian modelling, random algorithms, time series, hypothesis testing, classification, clustering, hypothesis testing and multilinear regression analysis.
• Experienced in designing experiments, defining hypotheses, and developing statistical models to reach a scientifically sound conclusion.
• Passionate about and accomplished in data-driven machine-learning and research.
• Extensive experience using statistics, mathematics, algorithms and programming languages to solve big data challenges.
• Fluent in structured and unstructured data, its management, and modern data transformation methodologies.
• Ability to define and create complex models to pull valuable insights, predictions and innovation from data.
• Experience working with large, sparse, and noisy datasets.
• Audio-visual data analysis.
• Strong mathematical, analytical, and problem-solving skills.
• Experienced using SQL/MySQL, Databricks, Spark/PySpark and AWS.
• Proficiency in Python is required. Proficiency in C/C++, Matlab desired.
• A-grade extract, transform, and load (ETL) skills for data wrangling heavily around unstructured data using big-data technologies such as Hadoop/Spark.
• Experienced in preprocessing of structured and unstructured data and preparing them for ML/AI learning systems.
• Strong communication skills and data reporting/visualization capabilities
• Strong interpersonal skills, ability to work as part of a global R&D team.

Build your career profile, also within the Careers tab in Employee Central to open the possibility of new opportunities finding you. Express your interest. If you want to express your interest in a specific opportunity and be contacted by a recruiter, click the apply button associated with the relevant job description. The Recruiter is the only one who will see your application.

Please refer to the recruiting website for more information: https://jobs.dolby.com/careers

#LI-MX1", Careers At Dolby,data%scientist%20india
5498209f-6ff9-4aa4-b482-49ce7a177ca2,Data Scientist,"Company Description

Bosch Global Software Technologies Private Limited is a 100% owned subsidiary of Robert Bosch GmbH, one of the world's leading global supplier of technology and services, offering end-to-end Engineering, IT and Business Solutions. With over 20K+ associates, it’s the largest software development center of Bosch, outside Germany, indicating that it is the Technology Powerhouse of Bosch in India with a global footprint and presence in the US, Europe and the Asia Pacific region.

Job Description

As five-star service provider for our internal divisions, Bosch Global Business Services offers End-to-End processes that ensure the best possible customer experience. Our long-term aim is to process all services from anywhere in the world and provide our solutions around the clock. Working with us means being part of a diverse team, with dynamic colleagues as digital innovation center for internal business processes driving success together. Join our team as Future-Makers... Solution Innovators and Design Thinkers and help us to offer services that empower people to create technology that is invented for life.

Activities:
• As a Data Scientist you will work as part of our global Data Science team to provide data driven AI solutions for our internal customers using state-of-the-art Machine Learning methods and tools.
• In collaboration with other Bosch units, you will enhance and operate our existing cloud-based solutions as well as explore new potential Machine Learning use cases.
• As an employee of the global cross Business Intelligence team (xBI), you will work on the future steering of Bosch together with Data Modelers, Data Engineers, and Business Analysts.
• Last but not least, as part of the leading in-house provider for data and analytics-based solutions within Bosch, you will experience the start-up spirit with us and make your contribution through entrepreneurial thinking and acting.

Qualifications
• Education: Masters or bachelor’s degree in software engineering, Computer Science, Mathematics, or comparable qualification
• Experience: At least 2 years of experience of professional data science.
• Know-How: Extensive know-how of Python, (R is a plus) and in object-oriented programming languages with high code quality (Clean Code). Proven track record in machine learning, neural networks, pattern analysis, time series forecasting, data analysis as well as data-pipeline technologies (e.g., Kubernetes, Docker, NoSQL-Databases, Workflow-Engine). Solid understanding of statistics; knowledge of Cloud Technologies (ideally Microsoft Azure) and SQL are beneficial
• Languages: Fluent in English, written and spoken. Strong communication and client-facing skills.
• Personality and Working Practice: strong communicational skills, committed, responsible, flexible, agile, analytical, proactive, result and solution-oriented
• Enthusiasm: Passion for data science and advanced analytics, developing interdisciplinary approaches and products for customers and presenting complex issues in a simple manner

Additional Information
• Personality: Positive Attitude , Team player, committed, responsible and flexible & Ability to lead teams .
• Enthusiasm: High Passion for software development, data and its integration, developing interdisciplinary approaches and products for customers and presenting complex issues in a simple manner
• Way of working: Agile, analytical, proactive, result, solution-oriented and high code quality", SmartRecruiters Job Search,data%scientist%20india
